Time(ms),Voltage(mV),Current(nA),Energy(uJ)
3861.5,3300,2.1939e+006,41854.2
3862,3300,2.1939e+006,41858
3862.5,3300,2.1939e+006,41861.8
3863,3300,2.1939e+006,41865.1
3863.5,3300,2.1939e+006,41868.9
3864,3300,2.1939e+006,41872.2
3864.5,3300,2.1939e+006,41876
3865,3300,2.1939e+006,41879.8
3865.5,3300,2.1939e+006,41883.2
3866,3300,2.1939e+006,41886.9
3866.5,3300,2.1939e+006,41890.7
3867,3300,2.1939e+006,41894.1
3867.5,3300,2.1939e+006,41897.9
3868,3300,2.1939e+006,41901.2
3868.5,3300,2.1939e+006,41905
3869,3300,2.1939e+006,41908.8
3869.5,3300,2.1939e+006,41912.5
3870,3300,2.1939e+006,41915.9
3870.5,3300,2.1939e+006,41919.7
3871,3300,2.1939e+006,41923
3871.5,3300,2.1939e+006,41926.8
3872,3300,2.1939e+006,41930.6
3872.5,3300,2.1939e+006,41933.9
3873,3300,2.1939e+006,41937.7
3873.5,3300,2.1939e+006,41941.1
3874,3300,2.1939e+006,41944.9
3874.5,3300,2.1939e+006,41948.6
3875,3300,2.1939e+006,41952
3875.5,3300,2.1939e+006,41955.8
3876,3300,2.1939e+006,41959.1
3876.5,3300,2.1939e+006,41962.9
3877,3300,2.1939e+006,41966.7
3877.5,3300,2.1939e+006,41970
3878,3300,2.1939e+006,41973.8
3878.5,3300,2.1939e+006,41977.2
3879,3300,2.1939e+006,41980.9
3879.5,3300,2.1939e+006,41984.7
3880,3300,2.1939e+006,41988.1
3880.5,3300,2.1939e+006,41991.9
3881,3300,2.1939e+006,41995.6
3881.5,3300,2.1939e+006,41999
3882,3300,2.1939e+006,42002.8
3882.5,3300,2.1939e+006,42006.6
3883,3300,2.1939e+006,42010.8
3883.5,3300,2.1939e+006,42015
3884,3300,2.1939e+006,42019.1
3884.5,3300,2.399e+006,42023.3
3885,3300,2.399e+006,42027.5
3885.5,3300,2.399e+006,42031.7
3886,3300,2.399e+006,42035.9
3886.5,3300,2.399e+006,42041
3887,3300,3.5149e+006,42052.3
3887.5,3300,3.5149e+006,42074.2
3888,3300,1.35218e+007,42097
3888.5,3300,1.35218e+007,42110.4
3889,3300,7.7781e+006,42122.6
3889.5,3300,7.7781e+006,42134.8
3890,3300,7.7781e+006,42147
3890.5,3300,7.3951e+006,42159.2
3891,3300,7.3951e+006,42171.9
3891.5,3300,7.3951e+006,42184.5
3892,3300,7.7355e+006,42197.5
3892.5,3300,7.7355e+006,42210.2
3893,3300,7.7781e+006,42223.2
3893.5,3300,7.7781e+006,42235.8
3894,3300,7.7781e+006,42248.4
3894.5,3300,7.7355e+006,42261.5
3895,3300,7.7355e+006,42272.9
3895.5,3300,7.7355e+006,42278.7
3896,3300,7.7355e+006,42282.9
3896.5,3300,3.8851e+006,42287.1
3897,3300,3.8851e+006,42290.9
3897.5,3300,3.8851e+006,42295.1
3898,3300,3.8851e+006,42299.3
3898.5,3300,3.8851e+006,42302.7
3899,3300,3.8851e+006,42306.4
3899.5,3300,3.8851e+006,42309.8
3900,3300,2.2896e+006,42313.6
3900.5,3300,2.2896e+006,42316.9
3901,3300,2.2896e+006,42320.7
3901.5,3300,2.2896e+006,42324.5
3902,3300,2.2896e+006,42328.3
3902.5,3300,2.2896e+006,42331.6
3903,3300,2.2896e+006,42335.4
3903.5,3300,2.2896e+006,42338.8
3904,3300,2.1939e+006,42342.5
3904.5,3300,2.1939e+006,42346.3
3905,3300,2.1939e+006,42349.7
3905.5,3300,2.1939e+006,42353.4
3906,3300,2.1939e+006,42356.8
3906.5,3300,2.1939e+006,42360.6
3907,3300,2.1939e+006,42364.4
3907.5,3300,2.1939e+006,42367.7
3908,3300,2.1939e+006,42371.5
3908.5,3300,2.1939e+006,42374.9
3909,3300,2.1939e+006,42378.6
3909.5,3300,2.1939e+006,42382
3910,3300,2.1939e+006,42385.8
3910.5,3300,2.1939e+006,42389.5
3911,3300,2.1939e+006,42392.9
3911.5,3300,2.1939e+006,42396.7
3912,3300,2.1939e+006,42400.5
3912.5,3300,2.1939e+006,42403.8
3913,3300,2.1939e+006,42407.6
3913.5,3300,2.1939e+006,42410.9
3914,3300,2.1939e+006,42414.7
3914.5,3300,2.1939e+006,42418.5
3915,3300,2.1939e+006,42421.9
3915.5,3300,2.1939e+006,42425.6
3916,3300,2.162e+006,42429
3916.5,3300,2.162e+006,42432.8
3917,3300,2.162e+006,42436.5
3917.5,3300,2.162e+006,42440.3
3918,3300,2.162e+006,42443.7
3918.5,3300,2.162e+006,42447.5
3919,3300,2.162e+006,42450.8
3919.5,3300,2.2167e+006,42454.6
3920,3300,2.2167e+006,42458.4
3920.5,3300,2.2167e+006,42461.7
3921,3300,2.2167e+006,42465.5
3921.5,3300,2.2167e+006,42468.9
3922,3300,2.2167e+006,42472.6
3922.5,3300,2.2167e+006,42476.4
3923,3300,2.2167e+006,42479.8
3923.5,3300,2.1939e+006,42483.6
3924,3300,2.1939e+006,42486.9
3924.5,3300,2.1939e+006,42490.7
3925,3300,2.1939e+006,42494.5
3925.5,3300,2.1939e+006,42497.8
3926,3300,2.1939e+006,42501.6
3926.5,3300,2.1939e+006,42505.4
3927,3300,2.1939e+006,42508.7
3927.5,3300,2.1939e+006,42512.5
3928,3300,2.1939e+006,42515.9
3928.5,3300,2.1939e+006,42519.6
3929,3300,2.1939e+006,42523.4
3929.5,3300,2.1939e+006,42526.8
3930,3300,2.1939e+006,42530.6
3930.5,3300,2.1939e+006,42533.9
3931,3300,2.1939e+006,42537.7
3931.5,3300,2.1939e+006,42541.5
3932,3300,2.1939e+006,42544.8
3932.5,3300,2.1939e+006,42552.4
3933,3300,2.1939e+006,42559.5
3933.5,3300,2.1939e+006,42566.7
3934,3300,3.9234e+006,42573.8
3934.5,3300,3.9234e+006,42581
3935,3300,3.9234e+006,42588.1
3935.5,3300,3.9234e+006,42595.3
3936,3300,4.4595e+006,42603.3
3936.5,3300,4.4595e+006,42610.8
3937,3300,4.4595e+006,42618
3937.5,3300,4.4595e+006,42624.7
3938,3300,4.3318e+006,42631.9
3938.5,3300,4.3318e+006,42639
3939,3300,4.3318e+006,42646.2
3939.5,3300,4.3318e+006,42654.1
3940,3300,4.5233e+006,42661.7
3940.5,3300,4.5233e+006,42668.9
3941,3300,4.5233e+006,42676
3941.5,3300,4.5233e+006,42682.7
3942,3300,4.3318e+006,42690.3
3942.5,3300,4.3318e+006,42698.3
3943,3300,4.3318e+006,42705.4
3943.5,3300,4.3318e+006,42712.6
3944,3300,4.4595e+006,42719.7
3944.5,3300,4.4595e+006,42726.9
3945,3300,4.4595e+006,42733.6
3945.5,3300,4.4595e+006,42740.8
3946,3300,4.268e+006,42747.9
3946.5,3300,4.268e+006,42755.1
3947,3300,4.268e+006,42762.2
3947.5,3300,4.268e+006,42767.7
3948,3300,4.268e+006,42771.4
3948.5,3300,3.2596e+006,42774.8
3949,3300,3.2596e+006,42778.6
3949.5,3300,3.2596e+006,42782.4
3950,3300,3.2596e+006,42785.7
3950.5,3300,3.2596e+006,42789.5
3951,3300,3.2596e+006,42792.8
3951.5,3300,3.2596e+006,42796.6
3952,3300,2.2167e+006,42800.4
3952.5,3300,2.2167e+006,42803.8
3953,3300,2.2167e+006,42807.5
3953.5,3300,2.2167e+006,42811.3
3954,3300,2.2167e+006,42814.7
3954.5,3300,2.2167e+006,42818.4
3955,3300,2.2167e+006,42821.8
3955.5,3300,2.2167e+006,42825.6
3956,3300,2.1939e+006,42829.4
3956.5,3300,2.1939e+006,42832.7
3957,3300,2.1939e+006,42836.5
3957.5,3300,2.1939e+006,42839.9
3958,3300,2.1939e+006,42843.6
3958.5,3300,2.1939e+006,42847.4
3959,3300,2.1939e+006,42850.8
3959.5,3300,2.1939e+006,42854.5
3960,3300,2.162e+006,42857.9
3960.5,3300,2.162e+006,42861.7
3961,3300,2.162e+006,42865.5
3961.5,3300,2.162e+006,42869.2
3962,3300,2.162e+006,42873.4
3962.5,3300,2.162e+006,42877.6
3963,3300,2.162e+006,42881.8
3963.5,3300,2.4355e+006,42886
3964,3300,2.4355e+006,42890.2
3964.5,3300,2.4355e+006,42894.4
3965,3300,2.4355e+006,42898.6
3965.5,3300,2.4355e+006,42902.8
3966,3300,2.4355e+006,42907
3966.5,3300,2.4355e+006,42911.2
3967,3300,2.6543e+006,42916.7
3967.5,3300,2.6543e+006,42934.4
3968,3300,1.21178e+007,42956.7
3968.5,3300,1.21178e+007,42976.5
3969,3300,9.6926e+006,42988.7
3969.5,3300,9.6926e+006,43000.9
3970,3300,9.6926e+006,43013.1
3970.5,3300,7.5653e+006,43026.1
3971,3300,7.5653e+006,43038.7
3971.5,3300,7.5653e+006,43051.4
3972,3300,7.7355e+006,43064.4
3972.5,3300,7.7355e+006,43077.4
3973,3300,7.7781e+006,43090.1
3973.5,3300,7.7781e+006,43103.1
3974,3300,7.7781e+006,43115.7
3974.5,3300,7.7781e+006,43128.4
3975,3300,7.7781e+006,43140.1
3975.5,3300,6.8846e+006,43149.8
3976,3300,6.8846e+006,43153.6
3976.5,3300,6.8846e+006,43158.2
3977,3300,6.8846e+006,43162
3977.5,3300,6.8846e+006,43165.3
3978,3300,6.8846e+006,43169.1
3978.5,3300,6.8846e+006,43172.9
3979,3300,2.5449e+006,43179.2
3979.5,3300,2.5449e+006,43187.2
3980,3300,2.5449e+006,43195.2
3980.5,3300,2.5449e+006,43201.9
3981,3300,4.5233e+006,43209.1
3981.5,3300,4.5233e+006,43216.2
3982,3300,4.5233e+006,43223.4
3982.5,3300,4.5233e+006,43230.5
3983,3300,4.3318e+006,43237.6
3983.5,3300,4.3318e+006,43244.4
3984,3300,4.3318e+006,43251.5
3984.5,3300,4.3318e+006,43258.7
3985,3300,4.268e+006,43265.8
3985.5,3300,4.268e+006,43273
3986,3300,4.268e+006,43280.1
3986.5,3300,4.268e+006,43286.8
3987,3300,4.268e+006,43294
3987.5,3300,4.268e+006,43301.1
3988,3300,4.268e+006,43308.3
3988.5,3300,4.268e+006,43314.2
3989,3300,4.268e+006,43317.9
3989.5,3300,3.3107e+006,43321.3
3990,3300,3.3107e+006,43325.1
3990.5,3300,3.3107e+006,43328.4
3991,3300,3.3107e+006,43332.2
3991.5,3300,3.3107e+006,43336
3992,3300,3.3107e+006,43339.3
3992.5,3300,3.3107e+006,43343.1
3993,3300,3.3107e+006,43346.5
3993.5,3300,2.1939e+006,43350.3
3994,3300,2.1939e+006,43354
3994.5,3300,2.1939e+006,43357.4
3995,3300,2.1939e+006,43361.2
3995.5,3300,2.1939e+006,43364.5
3996,3300,2.1939e+006,43368.3
3996.5,3300,2.1939e+006,43372.1
3997,3300,2.1939e+006,43375.4
3997.5,3300,2.1939e+006,43379.2
3998,3300,2.1939e+006,43383
3998.5,3300,2.1939e+006,43386.4
3999,3300,2.1939e+006,43390.1
3999.5,3300,2.1939e+006,43393.5
4000,3300,2.1939e+006,43397.3
4000.5,3300,2.1939e+006,43401
4001,3300,2.1939e+006,43404.4
4001.5,3300,2.1939e+006,43408.2
4002,3300,2.1939e+006,43411.5
4002.5,3300,2.1939e+006,43415.3
4003,3300,2.1939e+006,43419.1
4003.5,3300,2.1939e+006,43422.4
4004,3300,2.1939e+006,43426.2
4004.5,3300,2.1939e+006,43430
4005,3300,2.1939e+006,43433.4
4005.5,3300,2.1939e+006,43437.1
4006,3300,2.1939e+006,43440.9
4006.5,3300,2.1939e+006,43444.3
4007,3300,2.1939e+006,43448
4007.5,3300,2.1939e+006,43451.8
4008,3300,2.1939e+006,43455.2
4008.5,3300,2.1939e+006,43459
4009,3300,2.1939e+006,43462.3
4009.5,3300,2.1939e+006,43466.1
4010,3300,2.1939e+006,43469.9
4010.5,3300,2.1939e+006,43473.2
4011,3300,2.1939e+006,43477
4011.5,3300,2.1939e+006,43480.4
4012,3300,2.1939e+006,43484.1
4012.5,3300,2.1939e+006,43487.9
4013,3300,2.1939e+006,43491.3
4013.5,3300,2.1939e+006,43495.1
4014,3300,2.1939e+006,43498.8
4014.5,3300,2.1939e+006,43502.2
4015,3300,2.1939e+006,43506
4015.5,3300,2.1939e+006,43509.3
4016,3300,2.1939e+006,43513.1
4016.5,3300,2.1939e+006,43516.9
4017,3300,2.1939e+006,43520.2
4017.5,3300,2.1939e+006,43524
4018,3300,2.1939e+006,43527.4
4018.5,3300,2.1939e+006,43531.1
4019,3300,2.1939e+006,43534.9
4019.5,3300,2.1939e+006,43538.3
4020,3300,2.1939e+006,43542.1
4020.5,3300,2.1939e+006,43545.8
4021,3300,2.2167e+006,43549.6
4021.5,3300,2.2167e+006,43553
4022,3300,2.2167e+006,43556.7
4022.5,3300,2.2167e+006,43560.5
4023,3300,2.2167e+006,43563.9
4023.5,3300,2.2167e+006,43567.7
4024,3300,2.2167e+006,43571
4024.5,3300,2.2167e+006,43574.8
4025,3300,2.1939e+006,43578.6
4025.5,3300,2.1939e+006,43581.9
4026,3300,2.1939e+006,43585.7
4026.5,3300,2.1939e+006,43589.1
4027,3300,2.1939e+006,43592.8
4027.5,3300,2.1939e+006,43596.6
4028,3300,2.1939e+006,43600
4028.5,3300,2.1939e+006,43603.8
4029,3300,2.1939e+006,43607.5
4029.5,3300,2.1939e+006,43610.9
4030,3300,2.1939e+006,43614.7
4030.5,3300,2.1939e+006,43618
4031,3300,2.1939e+006,43621.8
4031.5,3300,2.1939e+006,43625.6
4032,3300,2.1939e+006,43628.9
4032.5,3300,2.1939e+006,43632.7
4033,3300,2.162e+006,43636.1
4033.5,3300,2.162e+006,43639.8
4034,3300,2.162e+006,43643.6
4034.5,3300,2.162e+006,43647
4035,3300,2.162e+006,43650.8
4035.5,3300,2.162e+006,43654.5
4036,3300,2.162e+006,43658.3
4036.5,3300,2.2167e+006,43661.7
4037,3300,2.2167e+006,43665.5
4037.5,3300,2.2167e+006,43668.8
4038,3300,2.2167e+006,43672.6
4038.5,3300,2.2167e+006,43676.4
4039,3300,2.2167e+006,43679.7
4039.5,3300,2.2167e+006,43683.5
4040,3300,2.2167e+006,43687.3
4040.5,3300,2.2167e+006,43691.1
4041,3300,2.2167e+006,43694.8
4041.5,3300,2.2167e+006,43699
4042,3300,2.2167e+006,43703.2
4042.5,3300,2.2167e+006,43707.4
4043,3300,2.2167e+006,43711.6
4043.5,3300,2.4719e+006,43715.8
4044,3300,2.4719e+006,43720
4044.5,3300,2.4719e+006,43724.2
4045,3300,2.4719e+006,43728.4
4045.5,3300,2.4719e+006,43732.6
4046,3300,2.4719e+006,43736.8
4046.5,3300,2.4719e+006,43741
4047,3300,2.6178e+006,43746.1
4047.5,3300,2.6178e+006,43753.2
4048,3300,8.7992e+006,43775.1
4048.5,3300,8.7992e+006,43797.8
4049,3300,1.17349e+007,43813.8
4049.5,3300,1.17349e+007,43826.4
4050,3300,1.17349e+007,43839.1
4050.5,3300,7.8206e+006,43852.5
4051,3300,7.8206e+006,43864.7
4051.5,3300,7.7781e+006,43878.2
4052,3300,7.7781e+006,43890.8
4052.5,3300,7.7781e+006,43903.4
4053,3300,7.7355e+006,43916.5
4053.5,3300,7.7355e+006,43929.1
4054,3300,7.7355e+006,43941.3
4054.5,3300,7.4802e+006,43953.5
4055,3300,7.4802e+006,43965.7
4055.5,3300,7.4802e+006,43977.1
4056,3300,6.1188e+006,43983.8
4056.5,3300,6.1188e+006,43987.6
4057,3300,6.1188e+006,43991.4
4057.5,3300,6.1188e+006,43994.7
4058,3300,6.1188e+006,43998.5
4058.5,3300,6.1188e+006,44002.3
4059,3300,6.1188e+006,44005.6
4059.5,3300,2.2167e+006,44009.4
4060,3300,2.2167e+006,44012.8
4060.5,3300,2.2167e+006,44016.5
4061,3300,2.2167e+006,44020.3
4061.5,3300,2.2167e+006,44023.7
4062,3300,2.2167e+006,44027.5
4062.5,3300,2.2167e+006,44030.8
4063,3300,2.2167e+006,44034.6
4063.5,3300,2.1939e+006,44038.4
4064,3300,2.1939e+006,44041.7
4064.5,3300,2.1939e+006,44045.5
4065,3300,2.1939e+006,44048.9
4065.5,3300,2.1939e+006,44052.6
4066,3300,2.1939e+006,44056.4
4066.5,3300,2.1939e+006,44059.8
4067,3300,2.1939e+006,44063.6
4067.5,3300,2.1939e+006,44067.3
4068,3300,2.1939e+006,44071.1
4068.5,3300,2.1939e+006,44074.5
4069,3300,2.1939e+006,44078.2
4069.5,3300,2.1939e+006,44081.6
4070,3300,2.1939e+006,44085.4
4070.5,3300,2.1939e+006,44089.2
4071,3300,2.1939e+006,44092.5
4071.5,3300,2.1939e+006,44096.3
4072,3300,2.1939e+006,44099.6
4072.5,3300,2.1939e+006,44103.4
4073,3300,2.1939e+006,44107.2
4073.5,3300,2.1939e+006,44110.6
4074,3300,2.1939e+006,44114.3
4074.5,3300,2.1939e+006,44117.7
4075,3300,2.1939e+006,44121.5
4075.5,3300,2.1939e+006,44125.2
4076,3300,2.1939e+006,44128.6
4076.5,3300,2.1939e+006,44132.4
4077,3300,2.1939e+006,44135.7
4077.5,3300,2.1939e+006,44139.5
4078,3300,2.1939e+006,44143.3
4078.5,3300,2.1939e+006,44146.7
4079,3300,2.1939e+006,44150.4
4079.5,3300,2.1939e+006,44154.2
4080,3300,2.1939e+006,44157.6
4080.5,3300,2.1939e+006,44161.3
4081,3300,2.1939e+006,44164.7
4081.5,3300,2.1939e+006,44168.5
4082,3300,2.1939e+006,44172.3
4082.5,3300,2.1939e+006,44176.9
4083,3300,2.6543e+006,44184.9
4083.5,3300,2.6543e+006,44192
4084,3300,2.6543e+006,44199.2
4084.5,3300,2.6543e+006,44206.3
4085,3300,4.3318e+006,44213.5
4085.5,3300,4.3318e+006,44220.6
4086,3300,4.3318e+006,44227.7
4086.5,3300,4.3318e+006,44235.3
4087,3300,4.3956e+006,44242.5
4087.5,3300,4.3956e+006,44249.6
4088,3300,4.3956e+006,44256.8
4088.5,3300,4.3956e+006,44263.9
4089,3300,4.3318e+006,44271.1
4089.5,3300,4.3318e+006,44279
4090,3300,4.3318e+006,44286.2
4090.5,3300,4.3318e+006,44293.3
4091,3300,4.4595e+006,44300.5
4091.5,3300,4.4595e+006,44307.6
4092,3300,4.4595e+006,44315.2
4092.5,3300,4.4595e+006,44322.8
4093,3300,4.4595e+006,44329.9
4093.5,3300,4.4595e+006,44337.1
4094,3300,4.4595e+006,44344.2
4094.5,3300,4.4595e+006,44351.4
4095,3300,4.268e+006,44358.1
4095.5,3300,4.268e+006,44365.2
4096,3300,4.268e+006,44372.4
4096.5,3300,4.268e+006,44379.5
4097,3300,4.3318e+006,44386.7
4097.5,3300,4.3318e+006,44391.7
4098,3300,4.3318e+006,44395.1
4098.5,3300,4.3318e+006,44398.9
4099,3300,4.3318e+006,44402.6
4099.5,3300,4.3318e+006,44406
4100,3300,4.3318e+006,44409.8
4100.5,3300,2.2896e+006,44413.1
4101,3300,2.2896e+006,44416.9
4101.5,3300,2.2896e+006,44420.7
4102,3300,2.2896e+006,44424
4102.5,3300,2.2896e+006,44427.8
4103,3300,2.2896e+006,44431.2
4103.5,3300,2.2896e+006,44434.9
4104,3300,2.2167e+006,44438.7
4104.5,3300,2.2167e+006,44442.1
4105,3300,2.2167e+006,44445.9
4105.5,3300,2.2167e+006,44449.6
4106,3300,2.2167e+006,44453
4106.5,3300,2.2167e+006,44456.8
4107,3300,2.2167e+006,44460.1
4107.5,3300,2.2167e+006,44463.9
4108,3300,2.1939e+006,44467.7
4108.5,3300,2.1939e+006,44471
4109,3300,2.1939e+006,44474.8
4109.5,3300,2.1939e+006,44478.2
4110,3300,2.1939e+006,44482
4110.5,3300,2.1939e+006,44485.7
4111,3300,2.1939e+006,44489.1
4111.5,3300,2.1939e+006,44492.9
4112,3300,2.162e+006,44496.2
4112.5,3300,2.162e+006,44500
4113,3300,2.162e+006,44503.8
4113.5,3300,2.162e+006,44507.6
4114,3300,2.162e+006,44510.9
4114.5,3300,2.162e+006,44514.7
4115,3300,2.162e+006,44518
4115.5,3300,2.2167e+006,44521.8
4116,3300,2.2167e+006,44525.6
4116.5,3300,2.2167e+006,44529
4117,3300,2.2167e+006,44532.7
4117.5,3300,2.2167e+006,44536.1
4118,3300,2.2167e+006,44539.9
4118.5,3300,2.2167e+006,44543.6
4119,3300,2.2167e+006,44547
4119.5,3300,2.1939e+006,44550.8
4120,3300,2.1939e+006,44555
4120.5,3300,2.1939e+006,44559.2
4121,3300,2.1939e+006,44563.4
4121.5,3300,2.1939e+006,44567.6
4122,3300,2.1939e+006,44571.8
4122.5,3300,2.1939e+006,44576
4123,3300,2.5084e+006,44579.8
4123.5,3300,2.5084e+006,44584
4124,3300,2.5084e+006,44588.6
4124.5,3300,2.5084e+006,44592.4
4125,3300,2.5084e+006,44596.6
4125.5,3300,2.5084e+006,44600.7
4126,3300,2.5084e+006,44604.9
4126.5,3300,2.5449e+006,44609.1
4127,3300,2.5449e+006,44613.3
4127.5,3300,2.5449e+006,44618.4
4128,3300,2.5449e+006,44631.4
4128.5,3300,6.8208e+006,44654.2
4129,3300,6.8208e+006,44677.7
4129.5,3300,1.10967e+007,44690.8
4130,3300,1.10967e+007,44703.8
4130.5,3300,1.10967e+007,44716
4131,3300,7.7355e+006,44729.1
4131.5,3300,7.7355e+006,44742.1
4132,3300,7.7781e+006,44754.7
4132.5,3300,7.7781e+006,44767.4
4133,3300,7.7781e+006,44779.6
4133.5,3300,7.4802e+006,44791.8
4134,3300,7.4802e+006,44804
4134.5,3300,7.4802e+006,44816.2
4135,3300,7.3951e+006,44828.4
4135.5,3300,7.3951e+006,44840.2
4136,3300,7.3951e+006,44850.7
4136.5,3300,5.2678e+006,44854.5
4137,3300,5.2678e+006,44857.8
4137.5,3300,5.2678e+006,44861.6
4138,3300,5.2678e+006,44865.4
4138.5,3300,5.2678e+006,44868.7
4139,3300,5.2678e+006,44872.5
4139.5,3300,5.2678e+006,44875.9
4140,3300,5.2678e+006,44879.6
4140.5,3300,2.1939e+006,44883.4
4141,3300,2.1939e+006,44886.8
4141.5,3300,2.1939e+006,44890.5
4142,3300,2.1939e+006,44893.9
4142.5,3300,2.1939e+006,44897.7
4143,3300,2.1939e+006,44901.5
4143.5,3300,2.1939e+006,44904.8
4144,3300,2.1939e+006,44908.6
4144.5,3300,2.1939e+006,44912.4
4145,3300,2.1939e+006,44916.1
4145.5,3300,2.1939e+006,44919.5
4146,3300,2.1939e+006,44923.3
4146.5,3300,2.1939e+006,44926.6
4147,3300,2.1939e+006,44930.4
4147.5,3300,2.1939e+006,44934.2
4148,3300,2.1939e+006,44937.6
4148.5,3300,2.1939e+006,44941.3
4149,3300,2.1939e+006,44944.7
4149.5,3300,2.1939e+006,44948.5
4150,3300,2.1939e+006,44952.2
4150.5,3300,2.1939e+006,44955.6
4151,3300,2.1939e+006,44959.4
4151.5,3300,2.1939e+006,44962.7
4152,3300,2.1939e+006,44966.5
4152.5,3300,2.1939e+006,44970.3
4153,3300,2.1939e+006,44973.6
4153.5,3300,2.1939e+006,44977.4
4154,3300,2.1939e+006,44980.8
4154.5,3300,2.1939e+006,44984.6
4155,3300,2.1939e+006,44988.3
4155.5,3300,2.1939e+006,44991.7
4156,3300,2.1939e+006,44995.5
4156.5,3300,2.162e+006,44998.8
4157,3300,2.162e+006,45002.6
4157.5,3300,2.162e+006,45006.4
4158,3300,2.162e+006,45009.7
4158.5,3300,2.162e+006,45013.5
4159,3300,2.162e+006,45016.9
4159.5,3300,2.162e+006,45020.6
4160,3300,2.2167e+006,45024.4
4160.5,3300,2.2167e+006,45028.2
4161,3300,2.2167e+006,45031.6
4161.5,3300,2.2167e+006,45035.3
4162,3300,2.2167e+006,45038.7
4162.5,3300,2.2167e+006,45042.5
4163,3300,2.2167e+006,45046.3
4163.5,3300,2.2167e+006,45049.6
4164,3300,2.1939e+006,45053.4
4164.5,3300,2.1939e+006,45056.7
4165,3300,2.1939e+006,45060.5
4165.5,3300,2.1939e+006,45063.9
4166,3300,2.1939e+006,45067.7
4166.5,3300,2.1939e+006,45071.4
4167,3300,2.1939e+006,45074.8
4167.5,3300,2.1939e+006,45078.6
4168,3300,2.1939e+006,45082.3
4168.5,3300,2.1939e+006,45085.7
4169,3300,2.1939e+006,45089.5
4169.5,3300,2.1939e+006,45092.8
4170,3300,2.1939e+006,45096.6
4170.5,3300,2.1939e+006,45100.4
4171,3300,2.1939e+006,45103.7
4171.5,3300,2.1939e+006,45107.5
4172,3300,2.162e+006,45110.9
4172.5,3300,2.162e+006,45114.7
4173,3300,2.162e+006,45118.4
4173.5,3300,2.162e+006,45121.8
4174,3300,2.162e+006,45125.6
4174.5,3300,2.162e+006,45128.9
4175,3300,2.162e+006,45132.7
4175.5,3300,2.2167e+006,45136.5
4176,3300,2.2167e+006,45143.6
4176.5,3300,2.2167e+006,45151.2
4177,3300,2.2167e+006,45158.3
4177.5,3300,4.3318e+006,45165.1
4178,3300,4.3318e+006,45172.2
4178.5,3300,4.3318e+006,45179.4
4179,3300,4.3318e+006,45186.5
4179.5,3300,4.3956e+006,45194.1
4180,3300,4.3956e+006,45202.1
4180.5,3300,4.3956e+006,45209.2
4181,3300,4.3956e+006,45216.4
4181.5,3300,4.3956e+006,45223.1
4182,3300,4.3956e+006,45230.2
4182.5,3300,4.3956e+006,45237.4
4183,3300,4.3956e+006,45245
4183.5,3300,4.4595e+006,45252.5
4184,3300,4.4595e+006,45260.1
4184.5,3300,4.4595e+006,45266.8
4185,3300,4.4595e+006,45274
4185.5,3300,4.3956e+006,45281.5
4186,3300,4.3956e+006,45289.5
4186.5,3300,4.3956e+006,45296.3
4187,3300,4.3956e+006,45303.4
4187.5,3300,4.3956e+006,45310.6
4188,3300,4.3956e+006,45317.7
4188.5,3300,4.3956e+006,45324.8
4189,3300,4.3956e+006,45332
4189.5,3300,4.268e+006,45338.7
4190,3300,4.268e+006,45345.9
4190.5,3300,4.268e+006,45353
4191,3300,4.268e+006,45358.9
4191.5,3300,4.268e+006,45362.3
4192,3300,3.3107e+006,45366
4192.5,3300,3.3107e+006,45369.8
4193,3300,3.3107e+006,45373.2
4193.5,3300,3.3107e+006,45376.9
4194,3300,3.3107e+006,45380.3
4194.5,3300,3.3107e+006,45384.1
4195,3300,3.3107e+006,45387.9
4195.5,3300,3.3107e+006,45391.2
4196,3300,2.1939e+006,45395
4196.5,3300,2.1939e+006,45398.4
4197,3300,2.1939e+006,45402.1
4197.5,3300,2.1939e+006,45405.5
4198,3300,2.1939e+006,45409.3
4198.5,3300,2.1939e+006,45413
4199,3300,2.1939e+006,45416.8
4199.5,3300,2.2531e+006,45421
4200,3300,2.2531e+006,45425.2
4200.5,3300,2.2531e+006,45429.4
4201,3300,2.2531e+006,45433.6
4201.5,3300,2.2531e+006,45437.8
4202,3300,2.2531e+006,45442
4202.5,3300,2.2531e+006,45446.2
4203,3300,2.5449e+006,45450.4
4203.5,3300,2.5449e+006,45454.6
4204,3300,2.5449e+006,45458.8
4204.5,3300,2.5449e+006,45463
4205,3300,2.5449e+006,45467.2
4205.5,3300,2.5449e+006,45471.4
4206,3300,2.5449e+006,45475.6
4206.5,3300,2.5449e+006,45479.8
4207,3300,2.5449e+006,45484
4207.5,3300,2.5449e+006,45489
4208,3300,2.5449e+006,45494.5
4208.5,3300,5.3529e+006,45515.1
4209,3300,5.3529e+006,45537.9
4209.5,3300,1.26283e+007,45556.8
4210,3300,1.26283e+007,45570.3
4210.5,3300,7.7781e+006,45582.5
4211,3300,7.7781e+006,45595.5
4211.5,3300,7.7781e+006,45608.1
4212,3300,7.7781e+006,45620.8
4212.5,3300,7.7781e+006,45633
4213,3300,7.3951e+006,45644.7
4213.5,3300,7.3951e+006,45656.9
4214,3300,7.3951e+006,45669.2
4214.5,3300,7.31e+006,45680.9
4215,3300,7.31e+006,45692.7
4215.5,3300,7.31e+006,45704.5
