Time(ms),Voltage(mV),Current(nA),Energy(uJ)
5,3300,2.2896e+006,3.77783
5.5,3300,2.2896e+006,7.55565
6,3300,2.2896e+006,11.7547
6.5,3300,2.2896e+006,19.3234
7,3300,2.2896e+006,27.3133
7.5,3300,3.8213e+006,35.3032
8,3300,3.8213e+006,42.8719
8.5,3300,3.8213e+006,50.4406
9,3300,3.8213e+006,58.0093
9.5,3300,4.5871e+006,65.578
10,3300,4.5871e+006,73.9891
10.5,3300,4.5871e+006,81.979
11,3300,4.5871e+006,89.5477
11.5,3300,4.8424e+006,97.5376
12,3300,4.8424e+006,105.106
12.5,3300,4.8424e+006,112.675
13,3300,4.8424e+006,120.665
13.5,3300,4.7785e+006,129.076
14,3300,4.7785e+006,137.066
14.5,3300,4.7785e+006,145.056
15,3300,4.7785e+006,153.467
15.5,3300,4.97e+006,161.878
16,3300,4.97e+006,171.132
16.5,3300,4.97e+006,179.543
17,3300,5.2678e+006,187.954
17.5,3300,5.2678e+006,195.944
18,3300,5.2678e+006,204.355
18.5,3300,5.2678e+006,212.345
19,3300,4.8424e+006,219.913
19.5,3300,4.8424e+006,227.482
20,3300,4.8424e+006,235.051
20.5,3300,4.8424e+006,243.041
21,3300,4.5871e+006,250.188
21.5,3300,4.5871e+006,253.545
22,3300,4.5871e+006,257.323
22.5,3300,4.5871e+006,261.1
23,3300,4.5871e+006,264.457
23.5,3300,4.5871e+006,268.235
24,3300,4.5871e+006,272.013
24.5,3300,4.5871e+006,275.369
25,3300,2.1939e+006,279.147
25.5,3300,2.1939e+006,282.925
26,3300,2.1939e+006,286.282
26.5,3300,2.1939e+006,290.059
27,3300,2.1939e+006,293.416
27.5,3300,2.1939e+006,297.194
28,3300,2.1939e+006,300.972
28.5,3300,2.1939e+006,304.328
29,3300,2.1939e+006,308.106
29.5,3300,2.1939e+006,311.463
30,3300,2.1939e+006,315.241
30.5,3300,2.1939e+006,319.018
31,3300,2.1939e+006,322.375
31.5,3300,2.1939e+006,327.417
32,3300,3.6085e+006,343.831
32.5,3300,3.6085e+006,365.299
33,3300,1.25007e+007,385.083
33.5,3300,1.25007e+007,396.864
34,3300,1.25007e+007,408.223
34.5,3300,7.0548e+006,420.004
35,3300,7.0548e+006,431.364
35.5,3300,7.0548e+006,443.144
36,3300,7.0548e+006,454.925
36.5,3300,7.0548e+006,466.706
37,3300,7.0548e+006,478.487
37.5,3300,7.0548e+006,489.846
38,3300,7.0548e+006,501.627
38.5,3300,7.0548e+006,513.408
39,3300,7.0548e+006,524.767
39.5,3300,7.0548e+006,536.548
40,3300,7.0548e+006,545.38
40.5,3300,7.0548e+006,549.158
41,3300,4.268e+006,552.936
41.5,3300,4.268e+006,556.293
42,3300,4.268e+006,560.071
42.5,3300,4.268e+006,563.427
43,3300,4.268e+006,567.205
43.5,3300,4.268e+006,570.983
44,3300,4.268e+006,574.339
44.5,3300,4.268e+006,578.117
45,3300,2.162e+006,581.474
45.5,3300,2.162e+006,585.252
46,3300,2.162e+006,589.03
46.5,3300,2.162e+006,592.386
47,3300,2.162e+006,596.164
47.5,3300,2.162e+006,599.942
48,3300,2.162e+006,603.298
48.5,3300,2.2167e+006,607.076
49,3300,2.2167e+006,610.433
49.5,3300,2.2167e+006,614.211
50,3300,2.2167e+006,617.989
50.5,3300,2.2167e+006,621.345
51,3300,2.2167e+006,625.123
51.5,3300,2.2167e+006,628.48
52,3300,2.2167e+006,632.257
52.5,3300,2.1939e+006,636.035
53,3300,2.1939e+006,639.813
53.5,3300,2.1939e+006,643.17
54,3300,2.1939e+006,646.947
54.5,3300,2.1939e+006,650.304
55,3300,2.1939e+006,654.082
55.5,3300,2.1939e+006,657.86
56,3300,2.1939e+006,661.216
56.5,3300,2.1939e+006,664.994
57,3300,2.1939e+006,668.351
57.5,3300,2.1939e+006,672.129
58,3300,2.1939e+006,675.906
58.5,3300,2.1939e+006,679.263
59,3300,2.1939e+006,683.041
59.5,3300,2.1939e+006,686.398
60,3300,2.1939e+006,690.175
60.5,3300,2.1939e+006,693.953
61,3300,2.1939e+006,697.31
61.5,3300,2.1939e+006,701.088
62,3300,2.1939e+006,704.444
62.5,3300,2.1939e+006,708.222
63,3300,2.1939e+006,712
63.5,3300,2.1939e+006,715.356
64,3300,2.1939e+006,719.134
64.5,3300,2.1939e+006,722.912
65,3300,2.1939e+006,726.269
65.5,3300,2.1939e+006,730.047
66,3300,2.1939e+006,733.403
66.5,3300,2.1939e+006,737.181
67,3300,2.1939e+006,740.959
67.5,3300,2.1939e+006,744.315
68,3300,2.1939e+006,748.093
68.5,3300,2.1939e+006,751.871
69,3300,2.1939e+006,755.228
69.5,3300,2.1939e+006,759.006
70,3300,2.1939e+006,762.783
70.5,3300,2.1939e+006,766.14
71,3300,2.1939e+006,769.918
71.5,3300,2.1939e+006,773.696
72,3300,2.1939e+006,777.052
72.5,3300,2.1939e+006,780.83
73,3300,2.1939e+006,784.187
73.5,3300,2.1939e+006,787.965
74,3300,2.1939e+006,791.321
74.5,3300,2.1939e+006,795.099
75,3300,2.1939e+006,798.877
75.5,3300,2.1939e+006,802.233
76,3300,2.1939e+006,806.011
76.5,3300,2.1939e+006,809.789
77,3300,2.1939e+006,813.146
77.5,3300,2.1939e+006,816.924
78,3300,2.1939e+006,820.28
78.5,3300,2.1939e+006,824.058
79,3300,2.1939e+006,827.836
79.5,3300,2.1939e+006,831.192
80,3300,2.1939e+006,834.97
80.5,3300,2.162e+006,838.327
81,3300,2.162e+006,842.105
81.5,3300,2.162e+006,845.883
82,3300,2.162e+006,849.239
82.5,3300,2.162e+006,853.017
83,3300,2.162e+006,856.374
83.5,3300,2.162e+006,860.151
84,3300,2.2167e+006,863.929
84.5,3300,2.2167e+006,867.707
85,3300,2.2167e+006,871.906
85.5,3300,2.2167e+006,876.105
86,3300,2.2167e+006,880.304
86.5,3300,2.2167e+006,884.503
87,3300,2.2167e+006,888.702
87.5,3300,2.5084e+006,892.901
88,3300,2.5084e+006,897.1
88.5,3300,2.5084e+006,900.878
89,3300,2.5084e+006,905.077
89.5,3300,2.5084e+006,909.276
90,3300,2.5084e+006,913.475
90.5,3300,2.5084e+006,917.674
91,3300,2.5084e+006,921.873
91.5,3300,2.5084e+006,926.072
92,3300,2.5084e+006,930.271
92.5,3300,2.5084e+006,934.47
93,3300,2.5084e+006,938.669
93.5,3300,2.5084e+006,943.711
94,3300,2.6725e+006,948.331
94.5,3300,2.6725e+006,952.951
95,3300,2.6725e+006,957.993
95.5,3300,2.6725e+006,962.613
96,3300,2.6725e+006,967.654
96.5,3300,2.6725e+006,972.275
97,3300,2.8852e+006,976.895
97.5,3300,2.8852e+006,981.515
98,3300,2.8852e+006,985.714
98.5,3300,2.8852e+006,989.913
99,3300,2.8852e+006,994.112
99.5,3300,2.8852e+006,999.575
100,3300,3.1405e+006,1007.99
100.5,3300,3.1405e+006,1015.13
101,3300,3.1405e+006,1022.28
101.5,3300,3.1405e+006,1029.43
102,3300,4.3318e+006,1036.58
102.5,3300,4.3318e+006,1043.72
103,3300,4.3318e+006,1050.87
103.5,3300,4.3318e+006,1058.86
104,3300,4.4595e+006,1066.01
104.5,3300,4.4595e+006,1073.16
105,3300,4.4595e+006,1080.3
105.5,3300,4.4595e+006,1087.45
106,3300,4.3318e+006,1094.6
106.5,3300,4.3318e+006,1102.17
107,3300,4.3318e+006,1109.74
107.5,3300,4.3318e+006,1116.88
108,3300,4.4595e+006,1124.03
108.5,3300,4.4595e+006,1131.18
109,3300,4.4595e+006,1138.33
109.5,3300,4.4595e+006,1146.32
110,3300,4.4595e+006,1153.46
110.5,3300,4.4595e+006,1160.61
111,3300,4.4595e+006,1167.76
111.5,3300,4.4595e+006,1175.33
112,3300,4.6509e+006,1184.16
112.5,3300,4.6509e+006,1209.42
113,3300,1.53087e+007,1234.68
113.5,3300,1.53087e+007,1254.46
114,3300,1.05861e+007,1269.61
114.5,3300,1.05861e+007,1284.34
115,3300,8.0333e+006,1296.12
115.5,3300,8.0333e+006,1307.9
116,3300,8.0333e+006,1319.26
116.5,3300,7.0548e+006,1331.04
117,3300,7.0548e+006,1342.82
117.5,3300,7.0548e+006,1354.18
118,3300,7.0548e+006,1365.96
118.5,3300,7.0548e+006,1377.75
119,3300,7.0548e+006,1389.1
119.5,3300,7.1399e+006,1401.31
120,3300,7.1399e+006,1411.82
120.5,3300,7.1399e+006,1418.55
121,3300,7.1399e+006,1422.33
121.5,3300,7.1399e+006,1425.68
122,3300,3.4128e+006,1429.46
122.5,3300,3.4128e+006,1432.82
123,3300,3.4128e+006,1436.6
123.5,3300,3.4128e+006,1440.37
124,3300,3.4128e+006,1443.73
124.5,3300,3.4128e+006,1447.51
125,3300,3.4128e+006,1450.87
125.5,3300,3.4128e+006,1454.64
126,3300,2.1939e+006,1458.42
126.5,3300,2.1939e+006,1461.78
127,3300,2.1939e+006,1465.56
127.5,3300,2.1939e+006,1469.33
128,3300,2.1939e+006,1472.69
128.5,3300,2.1939e+006,1476.47
129,3300,2.1939e+006,1479.82
129.5,3300,2.1939e+006,1483.6
130,3300,2.1939e+006,1487.38
130.5,3300,2.1939e+006,1491.16
131,3300,2.1939e+006,1494.51
131.5,3300,2.1939e+006,1498.29
132,3300,2.1939e+006,1501.65
132.5,3300,2.1939e+006,1505.43
133,3300,2.1939e+006,1509.2
133.5,3300,2.1939e+006,1512.56
134,3300,2.1939e+006,1516.34
134.5,3300,2.1939e+006,1519.7
135,3300,2.1939e+006,1523.47
135.5,3300,2.1939e+006,1527.25
136,3300,2.1939e+006,1530.61
136.5,3300,2.1939e+006,1534.39
137,3300,2.1939e+006,1537.74
137.5,3300,2.1939e+006,1541.52
138,3300,2.1939e+006,1545.3
138.5,3300,2.1939e+006,1548.65
139,3300,2.1939e+006,1552.43
139.5,3300,2.1939e+006,1555.79
140,3300,2.1939e+006,1559.57
140.5,3300,2.1939e+006,1563.35
141,3300,2.1939e+006,1566.7
141.5,3300,2.1939e+006,1570.48
142,3300,2.162e+006,1573.84
142.5,3300,2.162e+006,1577.61
143,3300,2.162e+006,1581.39
143.5,3300,2.162e+006,1584.75
144,3300,2.162e+006,1588.53
144.5,3300,2.162e+006,1592.3
145,3300,2.162e+006,1595.66
145.5,3300,2.2167e+006,1599.44
146,3300,2.2167e+006,1603.22
146.5,3300,2.2167e+006,1606.57
147,3300,2.2167e+006,1610.35
147.5,3300,2.2167e+006,1614.13
148,3300,2.2167e+006,1617.49
148.5,3300,2.2167e+006,1621.26
149,3300,2.2167e+006,1624.62
149.5,3300,2.1939e+006,1628.4
150,3300,2.1939e+006,1632.18
150.5,3300,2.1939e+006,1635.53
151,3300,2.1939e+006,1639.31
151.5,3300,2.1939e+006,1642.67
152,3300,2.1939e+006,1646.44
152.5,3300,2.1939e+006,1650.22
153,3300,2.1939e+006,1653.58
153.5,3300,2.1939e+006,1657.36
154,3300,2.1939e+006,1660.71
154.5,3300,2.1939e+006,1664.49
155,3300,2.1939e+006,1668.27
155.5,3300,2.1939e+006,1671.63
156,3300,2.1939e+006,1675.4
156.5,3300,2.1939e+006,1679.18
157,3300,2.1939e+006,1682.54
157.5,3300,2.1939e+006,1686.32
158,3300,2.1939e+006,1689.67
158.5,3300,2.1939e+006,1693.45
159,3300,2.1939e+006,1697.23
159.5,3300,2.1939e+006,1700.58
160,3300,2.1939e+006,1704.36
160.5,3300,2.1939e+006,1707.72
161,3300,2.1939e+006,1711.5
161.5,3300,2.1939e+006,1715.27
162,3300,2.1939e+006,1722.42
162.5,3300,2.1939e+006,1730.83
163,3300,2.1939e+006,1738.4
163.5,3300,4.5871e+006,1745.55
164,3300,4.5871e+006,1753.12
164.5,3300,4.5871e+006,1760.69
165,3300,4.5871e+006,1768.26
165.5,3300,4.5871e+006,1775.82
166,3300,4.5871e+006,1783.39
166.5,3300,4.5871e+006,1791.38
167,3300,4.5871e+006,1798.95
167.5,3300,4.6509e+006,1806.52
168,3300,4.6509e+006,1814.09
168.5,3300,4.6509e+006,1821.66
169,3300,4.6509e+006,1829.65
169.5,3300,4.6509e+006,1837.22
170,3300,4.6509e+006,1844.78
170.5,3300,4.6509e+006,1852.35
171,3300,4.6509e+006,1859.92
171.5,3300,4.3956e+006,1866.23
172,3300,4.3956e+006,1870.43
172.5,3300,4.3956e+006,1875.05
173,3300,4.3956e+006,1880.09
173.5,3300,4.3956e+006,1884.71
174,3300,4.3956e+006,1889.75
174.5,3300,2.8427e+006,1894.37
175,3300,2.8427e+006,1898.99
175.5,3300,2.8427e+006,1904.03
176,3300,2.8427e+006,1908.65
176.5,3300,2.8427e+006,1913.69
177,3300,2.8427e+006,1917.89
177.5,3300,2.8001e+006,1922.09
178,3300,2.8001e+006,1926.29
178.5,3300,2.8001e+006,1930.07
179,3300,2.8001e+006,1934.27
179.5,3300,2.8001e+006,1938.04
180,3300,2.8001e+006,1941.82
180.5,3300,2.8001e+006,1945.18
181,3300,2.3261e+006,1948.96
181.5,3300,2.3261e+006,1952.74
182,3300,2.3261e+006,1956.09
182.5,3300,2.3261e+006,1959.87
183,3300,2.3261e+006,1963.23
183.5,3300,2.3261e+006,1967
184,3300,2.3261e+006,1970.78
184.5,3300,2.3261e+006,1974.14
185,3300,2.1939e+006,1977.92
185.5,3300,2.1939e+006,1981.69
186,3300,2.1939e+006,1985.05
186.5,3300,2.1939e+006,1988.83
187,3300,2.1939e+006,1992.61
187.5,3300,2.1939e+006,1995.96
188,3300,2.1939e+006,1999.74
188.5,3300,2.2167e+006,2003.52
189,3300,2.2167e+006,2006.88
189.5,3300,2.2167e+006,2010.65
190,3300,2.2167e+006,2014.01
190.5,3300,2.2167e+006,2017.79
191,3300,2.2167e+006,2021.57
191.5,3300,2.2167e+006,2024.92
192,3300,2.2531e+006,2029.54
192.5,3300,2.2531e+006,2041.32
193,3300,1.00756e+007,2062.79
193.5,3300,1.00756e+007,2084.68
194,3300,1.04585e+007,2097.3
194.5,3300,1.04585e+007,2108.66
195,3300,1.04585e+007,2120.44
195.5,3300,7.0548e+006,2132.23
196,3300,7.0548e+006,2143.59
196.5,3300,7.0548e+006,2155.37
197,3300,7.0548e+006,2167.15
197.5,3300,7.0548e+006,2178.51
198,3300,7.0548e+006,2190.29
198.5,3300,7.0548e+006,2202.07
199,3300,7.0548e+006,2213.43
199.5,3300,7.0548e+006,2225.21
200,3300,7.0548e+006,2236.99
200.5,3300,7.0548e+006,2247.08
201,3300,7.0548e+006,2251.71
201.5,3300,7.0548e+006,2255.06
202,3300,7.0548e+006,2258.84
202.5,3300,7.0548e+006,2262.2
203,3300,3.2256e+006,2268.92
203.5,3300,3.2256e+006,2276.49
204,3300,3.2256e+006,2283.64
204.5,3300,3.2256e+006,2290.79
205,3300,4.3956e+006,2297.93
205.5,3300,4.3956e+006,2305.08
206,3300,4.3956e+006,2312.23
206.5,3300,4.3956e+006,2320.22
207,3300,4.4595e+006,2327.37
207.5,3300,4.4595e+006,2334.09
208,3300,4.4595e+006,2341.24
208.5,3300,4.4595e+006,2348.39
209,3300,4.268e+006,2355.53
209.5,3300,4.268e+006,2363.1
210,3300,4.268e+006,2371.09
210.5,3300,4.268e+006,2377.82
211,3300,4.4595e+006,2384.97
211.5,3300,4.4595e+006,2392.11
212,3300,4.4595e+006,2399.26
212.5,3300,4.4595e+006,2407.67
213,3300,4.5233e+006,2414.82
213.5,3300,4.5233e+006,2421.55
214,3300,4.5233e+006,2428.69
214.5,3300,4.5233e+006,2435.84
215,3300,4.268e+006,2442.99
215.5,3300,4.268e+006,2450.14
216,3300,4.268e+006,2457.28
216.5,3300,4.268e+006,2464.01
217,3300,4.268e+006,2471.16
217.5,3300,4.268e+006,2477.88
218,3300,4.268e+006,2481.24
218.5,3300,4.268e+006,2485.02
219,3300,4.268e+006,2488.8
219.5,3300,4.268e+006,2492.15
220,3300,4.268e+006,2495.93
220.5,3300,2.4355e+006,2499.29
221,3300,2.4355e+006,2503.07
221.5,3300,2.4355e+006,2506.84
222,3300,2.4355e+006,2510.2
222.5,3300,2.4355e+006,2513.98
223,3300,2.4355e+006,2517.33
223.5,3300,2.4355e+006,2521.11
224,3300,2.2167e+006,2524.89
224.5,3300,2.2167e+006,2528.25
225,3300,2.2167e+006,2532.02
225.5,3300,2.2167e+006,2535.38
226,3300,2.2167e+006,2539.16
226.5,3300,2.2167e+006,2542.94
227,3300,2.2167e+006,2546.29
227.5,3300,2.2167e+006,2550.07
228,3300,2.162e+006,2553.43
228.5,3300,2.162e+006,2557.21
229,3300,2.162e+006,2560.98
229.5,3300,2.162e+006,2564.34
230,3300,2.162e+006,2568.12
230.5,3300,2.162e+006,2571.47
231,3300,2.162e+006,2575.25
231.5,3300,2.2167e+006,2579.03
232,3300,2.2167e+006,2582.39
232.5,3300,2.2167e+006,2586.16
233,3300,2.2167e+006,2589.94
233.5,3300,2.2167e+006,2593.72
234,3300,2.2167e+006,2597.08
234.5,3300,2.2167e+006,2600.85
235,3300,2.2167e+006,2604.21
235.5,3300,2.1939e+006,2607.99
236,3300,2.1939e+006,2611.35
236.5,3300,2.1939e+006,2615.12
237,3300,2.1939e+006,2618.9
237.5,3300,2.1939e+006,2622.26
238,3300,2.1939e+006,2626.04
238.5,3300,2.1939e+006,2629.81
239,3300,2.1939e+006,2633.17
239.5,3300,2.1939e+006,2636.95
240,3300,2.1939e+006,2640.3
240.5,3300,2.1939e+006,2644.08
241,3300,2.1939e+006,2647.86
241.5,3300,2.1939e+006,2651.22
242,3300,2.1939e+006,2654.99
242.5,3300,2.1939e+006,2658.77
243,3300,2.2167e+006,2662.55
243.5,3300,2.2167e+006,2666.75
244,3300,2.2167e+006,2670.95
244.5,3300,2.2167e+006,2675.15
245,3300,2.2167e+006,2679.35
245.5,3300,2.2167e+006,2683.55
246,3300,2.2167e+006,2687.74
246.5,3300,2.5449e+006,2691.94
247,3300,2.5449e+006,2696.14
247.5,3300,2.5449e+006,2700.34
248,3300,2.5449e+006,2704.12
248.5,3300,2.5449e+006,2708.32
249,3300,2.5449e+006,2712.94
249.5,3300,2.5449e+006,2717.14
250,3300,2.5449e+006,2721.34
250.5,3300,2.5449e+006,2725.54
251,3300,2.5449e+006,2729.74
251.5,3300,2.5449e+006,2733.93
252,3300,2.5449e+006,2738.98
252.5,3300,2.5449e+006,2743.6
253,3300,2.7576e+006,2748.64
253.5,3300,2.7576e+006,2753.26
254,3300,2.7576e+006,2757.88
254.5,3300,2.7576e+006,2762.92
255,3300,2.7576e+006,2767.54
255.5,3300,2.7576e+006,2772.16
256,3300,2.8427e+006,2776.78
256.5,3300,2.8427e+006,2780.98
257,3300,2.8427e+006,2785.18
257.5,3300,2.8427e+006,2789.38
258,3300,2.8427e+006,2793.58
258.5,3300,2.8427e+006,2797.35
259,3300,2.8427e+006,2800.71
259.5,3300,2.399e+006,2804.49
260,3300,2.399e+006,2808.27
260.5,3300,2.399e+006,2811.62
261,3300,2.399e+006,2815.4
261.5,3300,2.399e+006,2818.76
262,3300,2.399e+006,2822.54
262.5,3300,2.399e+006,2826.31
263,3300,2.399e+006,2829.67
263.5,3300,2.1939e+006,2833.45
264,3300,2.1939e+006,2836.8
264.5,3300,2.1939e+006,2840.58
265,3300,2.1939e+006,2844.36
265.5,3300,2.1939e+006,2848.14
266,3300,2.1939e+006,2851.49
266.5,3300,2.1939e+006,2855.27
267,3300,2.1939e+006,2858.63
267.5,3300,2.1939e+006,2862.41
268,3300,2.1939e+006,2866.18
268.5,3300,2.1939e+006,2869.54
269,3300,2.1939e+006,2873.32
269.5,3300,2.1939e+006,2876.68
270,3300,2.1939e+006,2880.45
270.5,3300,2.1939e+006,2884.23
271,3300,2.1939e+006,2887.59
271.5,3300,2.1939e+006,2891.37
272,3300,2.1939e+006,2895.14
272.5,3300,2.1939e+006,2899.76
273,3300,5.3529e+006,2917.86
273.5,3300,5.3529e+006,2939.75
274,3300,1.22454e+007,2958.27
274.5,3300,1.22454e+007,2969.63
275,3300,1.22454e+007,2981.41
275.5,3300,7.0548e+006,2993.19
276,3300,7.0548e+006,3004.55
276.5,3300,7.0548e+006,3016.33
277,3300,7.0548e+006,3028.11
277.5,3300,7.0548e+006,3039.47
278,3300,7.0548e+006,3051.25
278.5,3300,7.0548e+006,3063.04
279,3300,7.0548e+006,3074.4
279.5,3300,7.0548e+006,3086.18
280,3300,7.0548e+006,3097.96
280.5,3300,7.0548e+006,3109.32
281,3300,7.0548e+006,3117.73
281.5,3300,7.0548e+006,3121.51
282,3300,4.0765e+006,3124.86
282.5,3300,4.0765e+006,3128.64
283,3300,4.0765e+006,3132
283.5,3300,4.0765e+006,3135.77
284,3300,4.0765e+006,3139.13
284.5,3300,4.0765e+006,3142.91
285,3300,4.0765e+006,3146.69
285.5,3300,4.0765e+006,3150.04
286,3300,2.1939e+006,3153.82
286.5,3300,2.1939e+006,3157.6
287,3300,2.1939e+006,3160.96
287.5,3300,2.1939e+006,3164.73
288,3300,2.1939e+006,3168.09
288.5,3300,2.1939e+006,3171.87
289,3300,2.1939e+006,3175.65
289.5,3300,2.1939e+006,3179
290,3300,2.1939e+006,3182.78
290.5,3300,2.1939e+006,3186.14
291,3300,2.1939e+006,3189.91
291.5,3300,2.1939e+006,3193.69
292,3300,2.1939e+006,3197.05
292.5,3300,2.1939e+006,3200.83
293,3300,2.1939e+006,3204.18
293.5,3300,2.1939e+006,3207.96
294,3300,2.1939e+006,3211.74
294.5,3300,2.1939e+006,3215.1
295,3300,2.1939e+006,3218.87
295.5,3300,2.1939e+006,3222.23
296,3300,2.1939e+006,3227.69
296.5,3300,2.1939e+006,3235.68
297,3300,3.1405e+006,3242.83
297.5,3300,3.1405e+006,3249.98
298,3300,3.1405e+006,3257.12
298.5,3300,3.1405e+006,3264.27
299,3300,4.268e+006,3271
299.5,3300,4.268e+006,3278.57
300,3300,4.268e+006,3286.14
300.5,3300,4.268e+006,3293.28
301,3300,4.4595e+006,3300.43
301.5,3300,4.4595e+006,3307.58
302,3300,4.4595e+006,3314.3
302.5,3300,4.4595e+006,3321.87
303,3300,4.4595e+006,3329.86
303.5,3300,4.4595e+006,3337.01
304,3300,4.4595e+006,3344.16
304.5,3300,4.4595e+006,3350.88
305,3300,4.268e+006,3358.03
305.5,3300,4.268e+006,3366.02
306,3300,4.268e+006,3373.59
306.5,3300,4.268e+006,3380.74
307,3300,4.4595e+006,3387.46
307.5,3300,4.4595e+006,3394.61
308,3300,4.4595e+006,3401.76
308.5,3300,4.4595e+006,3408.91
309,3300,4.3318e+006,3416.05
309.5,3300,4.3318e+006,3423.2
310,3300,4.3318e+006,3429.93
310.5,3300,4.3318e+006,3437.5
311,3300,4.3318e+006,3441.27
311.5,3300,3.4639e+006,3444.63
312,3300,3.4639e+006,3448.41
312.5,3300,3.4639e+006,3451.77
313,3300,3.4639e+006,3455.54
313.5,3300,3.4639e+006,3458.9
314,3300,3.4639e+006,3462.68
314.5,3300,3.4639e+006,3466.46
315,3300,3.4639e+006,3469.81
315.5,3300,2.1939e+006,3473.59
316,3300,2.1939e+006,3477.37
316.5,3300,2.1939e+006,3480.72
317,3300,2.1939e+006,3484.5
317.5,3300,2.1939e+006,3487.86
318,3300,2.1939e+006,3491.64
318.5,3300,2.1939e+006,3494.99
319,3300,2.1939e+006,3498.77
319.5,3300,2.1939e+006,3502.55
320,3300,2.1939e+006,3505.91
320.5,3300,2.1939e+006,3509.68
321,3300,2.1939e+006,3513.04
321.5,3300,2.1939e+006,3516.82
322,3300,2.1939e+006,3520.6
322.5,3300,2.1939e+006,3524.79
323,3300,2.2896e+006,3528.99
323.5,3300,2.2896e+006,3533.19
324,3300,2.2896e+006,3537.39
324.5,3300,2.2896e+006,3541.59
325,3300,2.2896e+006,3545.79
325.5,3300,2.2896e+006,3549.99
326,3300,2.2896e+006,3554.19
326.5,3300,2.5449e+006,3558.39
327,3300,2.5449e+006,3562.59
327.5,3300,2.5449e+006,3566.79
328,3300,2.5449e+006,3570.98
328.5,3300,2.5449e+006,3575.18
329,3300,2.5449e+006,3579.38
329.5,3300,2.5449e+006,3583.58
330,3300,2.5449e+006,3587.78
330.5,3300,2.5449e+006,3591.98
331,3300,2.5449e+006,3597.02
331.5,3300,2.5449e+006,3601.64
332,3300,2.5449e+006,3606.26
332.5,3300,2.5449e+006,3611.3
333,3300,2.8427e+006,3615.92
333.5,3300,2.8427e+006,3620.54
334,3300,2.8427e+006,3625.58
334.5,3300,2.8427e+006,3630.21
335,3300,2.8427e+006,3634.83
335.5,3300,2.8427e+006,3639.02
336,3300,2.7576e+006,3643.22
336.5,3300,2.7576e+006,3647.42
337,3300,2.7576e+006,3651.62
337.5,3300,2.7576e+006,3655.4
338,3300,2.7576e+006,3659.18
338.5,3300,2.7576e+006,3662.53
339,3300,2.7576e+006,3666.31
339.5,3300,2.3261e+006,3670.09
340,3300,2.3261e+006,3673.45
340.5,3300,2.3261e+006,3677.22
341,3300,2.3261e+006,3680.58
341.5,3300,2.3261e+006,3684.36
342,3300,2.3261e+006,3688.14
342.5,3300,2.3261e+006,3691.91
343,3300,2.3261e+006,3695.27
343.5,3300,2.1939e+006,3699.05
344,3300,2.1939e+006,3702.83
344.5,3300,2.1939e+006,3706.18
345,3300,2.1939e+006,3709.96
345.5,3300,2.1939e+006,3713.32
346,3300,2.1939e+006,3717.1
346.5,3300,2.1939e+006,3720.87
347,3300,2.1939e+006,3724.23
347.5,3300,2.1939e+006,3728.01
348,3300,2.1939e+006,3731.36
348.5,3300,2.1939e+006,3735.14
349,3300,2.1939e+006,3738.92
349.5,3300,2.1939e+006,3742.28
350,3300,2.1939e+006,3746.05
350.5,3300,2.1939e+006,3749.41
351,3300,2.1939e+006,3753.19
351.5,3300,2.1939e+006,3756.97
352,3300,2.1939e+006,3760.32
352.5,3300,2.1939e+006,3764.94
353,3300,2.1939e+006,3771.67
353.5,3300,5.6082e+006,3793.98
354,3300,5.6082e+006,3815.45
354.5,3300,1.0969e+007,3830.18
355,3300,1.0969e+007,3841.96
355.5,3300,1.0969e+007,3853.74
356,3300,7.0548e+006,3865.1
356.5,3300,7.0548e+006,3876.88
357,3300,7.0548e+006,3888.24
357.5,3300,7.0548e+006,3900.02
358,3300,7.0548e+006,3911.8
358.5,3300,7.0548e+006,3923.58
359,3300,7.0548e+006,3934.94
359.5,3300,7.0548e+006,3946.72
360,3300,7.0548e+006,3958.5
360.5,3300,7.0548e+006,3969.86
361,3300,7.0548e+006,3980.8
361.5,3300,7.0548e+006,3986.68
362,3300,7.0548e+006,3990.46
362.5,3300,7.0548e+006,3994.24
363,3300,3.3618e+006,3997.6
363.5,3300,3.3618e+006,4001.38
364,3300,3.3618e+006,4004.73
364.5,3300,3.3618e+006,4008.51
365,3300,3.3618e+006,4012.29
365.5,3300,3.3618e+006,4015.64
366,3300,3.3618e+006,4019.42
366.5,3300,3.3618e+006,4022.78
367,3300,2.1939e+006,4026.56
367.5,3300,2.1939e+006,4030.33
368,3300,2.1939e+006,4033.69
368.5,3300,2.1939e+006,4037.47
369,3300,2.1939e+006,4040.83
369.5,3300,2.1939e+006,4044.6
370,3300,2.1939e+006,4048.38
370.5,3300,2.1939e+006,4051.74
371,3300,2.1939e+006,4055.52
371.5,3300,2.1939e+006,4058.87
372,3300,2.1939e+006,4062.65
372.5,3300,2.1939e+006,4066.43
373,3300,2.1939e+006,4069.78
373.5,3300,2.1939e+006,4073.56
374,3300,2.1939e+006,4077.34
374.5,3300,2.1939e+006,4080.7
375,3300,2.1939e+006,4084.47
375.5,3300,2.1939e+006,4088.25
376,3300,2.1939e+006,4091.61
376.5,3300,2.1939e+006,4095.39
377,3300,2.1939e+006,4098.74
377.5,3300,2.1939e+006,4102.52
378,3300,2.1939e+006,4106.3
378.5,3300,2.1939e+006,4109.66
